satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium
0.4,0.57,2,128,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.91,0.5,3,276,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.94,0.99,2,157,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0.89,5,274,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.73,0.71,3,210,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.11,0.94,7,255,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.45,0.54,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.96,0.63,4,142,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.42,0.53,2,142,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,0.9,4,174,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.64,0.85,3,213,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.78,0.91,5,150,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.92,0.78,4,177,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.43,0.47,2,130,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.44,0.5,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.44,0.53,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.51,0.83,5,249,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.89,1.0,5,253,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.09,0.96,6,296,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.91,0.89,4,144,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.38,0.51,2,137,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.68,1.0,4,167,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.79,0.91,5,271,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.56,2,148,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.64,0.94,3,221,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.89,0.56,3,224,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.85,1.0,4,225,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.45,0.55,2,129,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.83,0.75,3,150,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.93,0.88,4,261,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.44,0.48,2,143,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.43,0.53,2,148,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.9,0.84,2,199,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.58,0.67,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,0.73,4,245,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.49,2,148,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.55,1.0,6,136,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09,0.94,7,267,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.48,0.89,3,224,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.9,7,281,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.92,6,258,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.66,0.57,6,278,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.36,0.52,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.9,4,263,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.54,0.94,4,217,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.39,0.54,2,155,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.46,0.53,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,0.94,5,159,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.8,0.85,5,253,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.15,0.85,3,199,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.68,0.65,4,134,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.1,0.82,6,244,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.4,0.46,2,149,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.68,0.53,3,138,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.85,5,281,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48,0.78,2,198,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.43,0.49,2,155,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.7,0.57,3,179,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.91,0.88,3,189,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,0.94,7,287,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.44,0.45,2,132,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.86,0.91,5,245,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.64,0.86,5,222,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0.8,7,283,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.9,7,296,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.16,0.88,4,201,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.87,6,250,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.69,0.69,4,195,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.82,0.81,4,233,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.77,0.73,3,224,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.96,6,259,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.56,2,134,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.87,0.88,5,269,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.45,0.52,2,145,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.58,0.69,4,165,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.36,0.44,5,155,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.61,0.39,3,99,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.42,0.96,6,173,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.56,0.83,3,236,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.15,0.86,3,204,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.88,0.89,4,254,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.99,0.78,4,140,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.97,6,267,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.83,0.79,4,270,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.37,0.51,2,127,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.43,0.53,2,150,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.85,0.82,4,270,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,0.61,4,142,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.9,0.98,5,271,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4,0.48,2,142,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.36,0.48,2,137,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.74,0.78,5,216,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.46,2,132,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.98,0.56,3,103,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.4,0.49,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.72,0.83,5,193,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.8,0.83,5,275,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.86,6,266,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.68,0.85,2,180,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.7,0.88,3,166,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.37,0.45,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,0.91,4,229,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09,0.8,6,304,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.39,0.5,2,135,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.97,6,289,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.64,0.79,3,253,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.87,7,278,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.92,7,269,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.89,0.92,5,242,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.52,0.38,3,132,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.82,0.52,5,233,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.87,0.57,4,231,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.96,0.7,3,227,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.8,0.81,3,199,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.29,0.57,5,149,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.94,0.8,4,266,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.94,0.59,3,151,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.77,0.61,4,181,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.65,3,271,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.62,0.42,2,124,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.49,0.71,3,154,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.84,6,283,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.53,0.81,3,226,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.7,0.9,3,225,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,0.95,5,266,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.91,0.82,6,280,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.37,0.57,2,128,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.8,7,305,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.47,0.5,4,254,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6,0.62,5,165,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.87,0.93,4,199,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.35,0.69,3,141,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.73,0.88,5,233,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.59,0.48,5,267,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.87,0.91,5,228,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.64,0.74,3,267,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.53,0.68,4,214,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.62,0.5,4,156,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.81,0.95,4,275,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0.93,3,228,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.58,0.86,3,226,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.97,6,284,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.53,2,158,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.53,2,143,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.94,0.51,4,229,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.59,0.69,3,162,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.67,0.8,4,137,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.7,0.67,5,136,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.93,0.75,5,143,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.38,0.52,2,156,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.32,0.95,5,172,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.42,0.56,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.85,0.9,2,168,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.84,0.64,2,211,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.9,0.95,3,133,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.59,0.47,3,143,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.37,0.45,2,131,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.97,0.89,4,248,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.48,2,148,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.71,0.78,4,227,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.8,0.75,3,268,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.59,0.93,3,265,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.8,0.86,5,262,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.41,0.56,2,121,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.85,7,302,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6,0.97,3,187,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.66,0.52,3,149,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45,0.46,2,153,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.58,0.73,3,165,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.72,0.71,3,135,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.84,0.97,5,256,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.91,0.8,4,181,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.68,3,197,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.37,0.57,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.82,0.99,4,263,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.79,0.97,4,243,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.41,0.51,2,156,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.18,0.84,4,231,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.83,0.81,5,219,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.54,0.64,3,190,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0.76,5,222,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.45,2,154,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,0.39,2,210,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.54,0.62,2,141,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,0.96,4,258,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.37,0.52,2,141,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.53,2,149,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.43,0.52,2,146,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.27,0.56,3,301,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.88,6,253,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.76,0.9,4,263,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.92,0.92,4,245,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.82,6,249,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,0.62,5,236,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.64,0.66,3,188,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.43,0.93,6,127,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.43,0.49,2,160,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.4,0.49,2,128,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.24,0.94,6,141,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.54,2,142,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.53,2,140,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.92,0.94,4,219,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.59,0.51,2,126,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0.52,5,219,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,0.98,5,243,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.51,0.89,4,233,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.91,0.92,4,246,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.92,0.89,4,241,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.11,0.96,7,244,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.53,2,159,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.8,0.5,3,219,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.55,2,159,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.97,6,280,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.5,2,153,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.46,0.48,2,141,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.7,0.84,4,184,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0.47,4,129,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.95,0.7,6,243,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.67,0.83,3,148,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.39,0.45,2,134,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.89,0.86,3,261,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.37,0.47,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.58,0.62,3,169,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.43,0.52,2,160,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.91,0.7,3,195,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.62,0.38,3,257,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.77,0.87,4,242,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.89,6,306,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.44,0.5,2,130,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.09,0.91,6,275,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.38,0.49,2,128,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.63,0.98,4,160,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.39,0.48,2,151,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6,0.5,5,203,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,0.59,4,214,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.58,0.63,4,271,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.83,1.0,5,263,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.75,0.93,2,98,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.91,0.94,5,257,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.61,0.73,5,156,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.5,3,196,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.99,0.57,3,176,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.91,0.71,5,156,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.72,0.85,4,142,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.55,0.91,4,199,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.7,0.53,2,274,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.96,0.99,3,148,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.91,0.95,5,241,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.37,0.57,2,158,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.65,0.85,4,204,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.4,0.46,2,131,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.57,0.58,3,251,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.37,0.54,2,132,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.98,6,268,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.6,0.77,4,229,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.46,2,127,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.75,0.53,3,154,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.78,3,162,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,0.96,4,258,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.52,0.63,3,171,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.93,7,258,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.97,0.75,5,270,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.52,0.61,4,187,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.57,0.7,3,273,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.37,0.41,2,146,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.4,0.87,5,250,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.57,2,136,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.23,0.77,5,272,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.8,6,304,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.31,0.84,7,133,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.44,0.57,2,148,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.63,0.8,4,243,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.2,0.69,6,236,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.82,0.81,4,233,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.77,0.94,5,226,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.37,0.49,2,151,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.42,0.8,4,259,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.77,0.91,5,221,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.66,0.72,4,271,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.8,6,304,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.47,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.9,5,282,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.39,0.53,2,153,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.57,0.63,5,156,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.39,0.57,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.97,0.75,3,241,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.97,0.58,4,159,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.47,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.66,0.76,3,139,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.99,0.8,3,209,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.51,0.91,3,227,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.89,6,247,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.46,0.57,2,139,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.52,0.96,4,170,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,1.0,5,251,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.92,0.74,3,137,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.69,0.82,4,137,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.96,0.62,5,128,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.17,0.56,5,218,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.11,0.78,7,278,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.52,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
